AFFGEOID,ALAND,AWATER,Acres,GEOID,LSAD,NAME,NAMELSAD,PLACEFP,PLACENS,STATEFP,STATE_NAME,STUSPS,majority
1600000US2869160,5262707,12942,1299.00115304,2869160,43,Soso,Soso town,69160,02407368,28,Mississippi,MS,3.0
1600000US4080450,4281010,4027,1060.67238644,4080450,43,Westville,Westville town,80450,02413475,40,Oklahoma,OK,3.0
1600000US4815172,16504673,410629,4185.72948021,4815172,25,Clarksville City,Clarksville City city,15172,02409471,48,Texas,TX,4.0
1600000US4860672,2044431,400250,601.244572304,4860672,43,Ransom Canyon,Ransom Canyon town,60672,02412529,48,Texas,TX,3.0
1600000US1355860,7974315,144668,1996.85561089,1355860,25,Norman Park,Norman Park city,55860,02404386,13,Georgia,GA,4.0
1600000US1369784,2291964,7479,538.991435953,1369784,43,Shady Dale,Shady Dale town,69784,02407317,13,Georgia,GA,3.0
1600000US0631134,3354179,218772,882.144500007,0631134,57,Greenview,Greenview CDP,31134,02408333,06,California,CA,5.0
1600000US0678176,878560,1194,206.294726827,0678176,57,Tennant,Tennant CDP,78176,02410067,06,California,CA,3.0
1600000US0102860,19025387,85046,4717.81509848,0102860,43,Ashland,Ashland town,02860,02405173,01,Alabama,AL,3.0
1600000US1364512,19610243,318217,4915.58234492,1364512,25,Reidsville,Reidsville city,64512,02404604,13,Georgia,GA,3.0
1600000US0143264,25039159,186352,6234.32304032,0143264,25,Lineville,Lineville city,43264,02404935,01,Alabama,AL,3.0
1600000US1377988,9255785,104400,2301.01300667,1377988,25,Twin City,Twin City city,77988,02405618,13,Georgia,GA,4.0
1600000US0177304,44185046,702256,11098.3968526,0177304,25,Tuskegee,Tuskegee city,77304,02405617,01,Alabama,AL,3.0
1600000US0685012,21035375,17378,5204.35054868,0685012,25,Wheatland,Wheatland city,85012,02412249,06,California,CA,3.0
1600000US1353620,25140250,272888,6294.02777247,1353620,25,Mount Zion,Mount Zion city,53620,02404328,13,Georgia,GA,4.0
1600000US4861604,34183985,13570,8467.59284627,4861604,25,Reno,Reno city,61604,02410925,48,Texas,TX,3.0
1600000US4552540,2576419,11427,623.752893126,4552540,43,Olanta,Olanta town,52540,02407042,45,South Carolina,SC,3.0
1600000US4564600,2052358,0,496.159118459,4564600,43,Scranton,Scranton town,64600,02407301,45,South Carolina,SC,3.0
1600000US4704240,12466903,0,3087.27764369,4704240,43,Beersheba Springs,Beersheba Springs town,04240,02405228,47,Tennessee,TN,3.0
1600000US4774880,12058464,302368,3050.05976649,4774880,43,Tracy City,Tracy City town,74880,02406746,47,Tennessee,TN,3.0
1600000US4756040,10697018,0,2641.2547522,4756040,43,Orme,Orme town,56040,02407054,47,Tennessee,TN,3.0
1600000US1648790,23475161,2228103,6362.25944195,1648790,25,McCall,McCall city,48790,02411058,16,Idaho,ID,3.0
1600000US3605672,2291699,0,564.572169499,3605672,47,Belle Terre,Belle Terre village,05672,02391544,36,New York,NY,4.0
1600000US3632963,7266262,594054,1934.30185285,3632963,47,Head of the Harbor,Head of the Harbor village,32963,02390887,36,New York,NY,4.0
1600000US3643005,24168878,3437131,6803.30810031,3643005,47,Lloyd Harbor,Lloyd Harbor village,43005,02390948,36,New York,NY,4.0
1600000US4038600,5283352,0,1295.24488614,4038600,43,Kansas,Kansas town,38600,02412816,40,Oklahoma,OK,3.0
1600000US3706760,62399596,1789077,15873.446292,3706760,25,Boiling Spring Lakes,Boiling Spring Lakes city,06760,02403889,37,North Carolina,NC,4.0
1600000US2231705,23294440,44333,5764.56844657,2231705,43,Greenwood,Greenwood town,31705,02406617,22,Louisiana,LA,3.0
1600000US0114464,31936893,652345,8062.42833587,0114464,25,Childersburg,Childersburg city,14464,02404048,01,Alabama,AL,3.0
1600000US3759090,3694249,0,904.525314468,3759090,43,Sandy Creek,Sandy Creek town,59090,02407284,37,North Carolina,NC,4.0
1600000US3654617,5360350,313330,1459.39678158,3654617,47,Old Field,Old Field village,54617,02391035,36,New York,NY,4.0
1600000US3706860,9329946,0,2309.9780072,3706860,43,Bolton,Bolton town,06860,02405300,37,North Carolina,NC,4.0
1600000US0170128,11755982,71299,2925.21950825,0170128,43,Shorter,Shorter town,70128,02407329,01,Alabama,AL,3.0
1600000US4553845,15028850,180786,3753.83823975,4553845,43,Pacolet,Pacolet town,53845,02407064,45,South Carolina,SC,3.0
1600000US1335016,6071319,37518,1508.17445281,1335016,25,Greenville,Greenville city,35016,02403751,13,Georgia,GA,3.0
1600000US1349532,20754148,93524,5137.73012026,1349532,25,Manchester,Manchester city,49532,02405006,13,Georgia,GA,3.0
1600000US4842844,9143617,0,2256.16586167,4842844,25,Linden,Linden city,42844,02410837,48,Texas,TX,3.0
1600000US4829660,29957512,1364206,7748.80525777,4829660,25,Gladewater,Gladewater city,29660,02410592,48,Texas,TX,4.0
1600000US0655520,47439306,34214,11728.2988091,0655520,43,Paradise,Paradise town,55520,02413111,06,California,CA,4.0
1600000US1383896,5357978,77328,1331.41475357,1383896,25,Woodbury,Woodbury city,83896,02405781,13,Georgia,GA,3.0
1600000US2753458,13146320,616570,3400.39227515,2753458,57,Red Lake,Red Lake CDP,53458,02393202,27,Minnesota,MN,4.0
1600000US4062275,31173839,231828,7755.84549706,4062275,57,Redbird Smith,Redbird Smith CDP,62275,02409151,40,Oklahoma,OK,3.0
1600000US3618597,3325818,724189,853.19790356,3618597,47,Cove Neck,Cove Neck village,18597,02391627,36,New York,NY,4.0
1600000US0155992,7981750,22558,1965.53920415,0155992,43,Oakman,Oakman town,55992,02407028,01,Alabama,AL,3.0
1600000US1360004,19791427,110217,4910.82615566,1360004,25,Pembroke,Pembroke city,60004,02404501,13,Georgia,GA,4.0
1600000US4027450,1907198,0,470.306110114,4027450,43,Foss,Foss town,27450,02412645,40,Oklahoma,OK,3.0
1600000US3214090,22685404,0,5658.56905847,3214090,57,Cold Springs,Cold Springs CDP,14090,02407646,32,Nevada,NV,3.0
1600000US3449560,17925474,2031230,4942.94666653,3449560,57,Mystic Island,Mystic Island CDP,49560,02389525,34,New Jersey,NJ,5.0
1600000US2854960,6316105,0,1561.82424353,2854960,43,Pachuta,Pachuta town,54960,02407063,28,Mississippi,MS,3.0
1600000US0607946,5084268,3236,1260.10177701,0607946,25,Bradbury,Bradbury city,07946,02409891,06,California,CA,5.0
1600000US2845120,4610893,0,1133.92211963,2845120,43,Marietta,Marietta town,45120,02406096,28,Mississippi,MS,3.0
1600000US3562200,2629437,10107,657.017229385,3562200,43,Red River,Red River town,62200,02412537,35,New Mexico,NM,4.0
1600000US0601192,69374324,1475,17141.9627121,0601192,57,Alpine,Alpine CDP,01192,02407726,06,California,CA,4.0
1600000US1635830,2561299,0,633.172690749,1635830,25,Hauser,Hauser city,35830,02410714,16,Idaho,ID,3.0
1600000US2840640,5338264,1781,1306.1541412,2840640,43,Liberty,Liberty town,40640,02406016,28,Mississippi,MS,3.0
1600000US1375832,17636045,234408,4411.06474416,1375832,25,Temple,Temple city,75832,02405576,13,Georgia,GA,4.0
1600000US1359500,6834285,24909,1676.19932471,1359500,25,Patterson,Patterson city,59500,02404488,13,Georgia,GA,4.0
1600000US3237190,56648784,17041,13986.0444436,3237190,57,Johnson Lane,Johnson Lane CDP,37190,02408448,32,Nevada,NV,3.0
1600000US3269200,1861290,272686,529.611057186,3269200,57,Stateline,Stateline CDP,69200,02409998,32,Nevada,NV,3.0
1600000US2826860,78365955,4830360,20175.7215837,2826860,25,Gautier,Gautier city,26860,02403686,28,Mississippi,MS,4.0
1600000US0678288,5668356,0,1391.17439015,0678288,57,Terra Bella,Terra Bella CDP,78288,02410068,06,California,CA,3.0
1600000US0678638,80245468,268932,19905.7631044,0678638,57,Three Rivers,Three Rivers CDP,78638,02409316,06,California,CA,4.0
1600000US4008775,21863784,241998,5456.10314282,4008775,57,Briggs,Briggs CDP,08775,02407904,40,Oklahoma,OK,3.0
1600000US4044075,60934310,0,15069.9695555,4044075,57,Lost City,Lost City CDP,44075,02408141,40,Oklahoma,OK,3.0
1600000US4083030,22507981,1359,5565.3226281,4083030,57,Zeb,Zeb CDP,83030,02409643,40,Oklahoma,OK,3.0
1600000US0639885,7920376,1172452,2242.82950663,0639885,57,Lake Wildwood,Lake Wildwood CDP,39885,02408555,06,California,CA,4.0
1600000US0173272,24197952,743568,6162.13020994,0173272,57,Stockton,Stockton CDP,73272,02633318,01,Alabama,AL,4.0
1600000US4014750,20465890,11317,5052.31050415,4014750,57,Clarita,Clarita CDP,14750,02629912,40,Oklahoma,OK,3.0
1600000US0655058,14604078,0,3605.96602306,0655058,57,Pala,Pala CDP,55058,02585656,06,California,CA,4.0
1600000US3253600,581756101,1562554,144284.482183,3253600,57,Owyhee,Owyhee CDP,53600,02409008,32,Nevada,NV,3.0
1600000US0648298,7343670,16842,1811.86029123,0648298,57,Mi-Wuk Village,Mi-Wuk Village CDP,48298,02408846,06,California,CA,5.0
1600000US1243425,32075232,14669198,11574.5007044,1243425,25,Mascotte,Mascotte city,43425,02405037,12,Florida,FL,3.0
1600000US4102800,6603447,1606890,2023.25970773,4102800,25,Arlington,Arlington city,02800,02409730,41,Oregon,OR,3.0
1600000US0648641,7319287,7275,1810.22104798,0648641,57,Mono Vista,Mono Vista CDP,48641,02408856,06,California,CA,4.0
1600000US0656870,28679791,334098,7151.94354117,0656870,57,Phoenix Lake,Phoenix Lake CDP,56870,02633170,06,California,CA,4.0
1600000US0680966,9579417,49580,2386.76788965,0680966,57,Twain Harte,Twain Harte CDP,80966,02409370,06,California,CA,4.0
1600000US0637582,20424527,0,5045.39288836,0637582,57,Julian,Julian CDP,37582,02408455,06,California,CA,3.0
1600000US0657260,18555854,0,4583.21415454,0657260,57,Pine Valley,Pine Valley CDP,57260,02409070,06,California,CA,4.0
1600000US0634540,52865786,2013972,13565.4073038,0634540,57,Hoopa,Hoopa CDP,34540,02585654,06,California,CA,5.0
1600000US3403040,6986243,32299,1719.89498808,3403040,57,Barnegat,Barnegat CDP,03040,02389174,34,New Jersey,NJ,4.0
1600000US0659604,30267928,200213,7547.88258758,0659604,57,Rancho Tehama Reserve,Rancho Tehama Reserve CDP,59604,02409139,06,California,CA,4.0
1600000US1347784,6208641,32490,1535.19772369,1347784,25,Ludowici,Ludowici city,47784,02404970,13,Georgia,GA,4.0
1600000US0632044,26085235,0,6439.94346908,0632044,57,Harbison Canyon,Harbison Canyon CDP,32044,02408350,06,California,CA,4.0
1600000US0643140,18820030,0,4640.37100087,0643140,43,Loomis,Loomis town,43140,02412914,06,California,CA,3.0
1600000US1348008,8193919,58817,2029.92455511,1348008,25,Luthersville,Luthersville city,48008,02404976,13,Georgia,GA,3.0
1600000US3041950,36466976,10047783,11480.7115026,3041950,57,Lakeside,Lakeside CDP,41950,02408563,30,Montana,MT,3.0
1600000US2848240,6319471,0,1551.16513329,2848240,43,Mize,Mize town,48240,02406173,28,Mississippi,MS,3.0
1600000US0648147,4662212,77753,1170.357536,0648147,57,Mission Canyon,Mission Canyon CDP,48147,02408843,06,California,CA,5.0
1600000US3204900,15832095,6431,3903.52720769,3204900,57,Battle Mountain,Battle Mountain CDP,04900,02407804,32,Nevada,NV,3.0
1600000US0630693,55810220,111696,13813.9422192,0630693,57,Granite Bay,Granite Bay CDP,30693,02408318,06,California,CA,4.0
1600000US0630028,5438518,2744,1344.3511935,0630028,57,Glen Ellen,Glen Ellen CDP,30028,02408299,06,California,CA,4.0
1600000US3601682,3152792,70626,799.054555053,3601682,57,Amenia,Amenia CDP,01682,02389131,36,New York,NY,3.0
1600000US0815302,24316326,38964,6016.34464996,0815302,57,Coal Creek,Coal Creek CDP,15302,02407642,08,Colorado,CO,3.0
1600000US1356560,2109312,26537,521.495787888,1356560,25,Norwood,Norwood city,56560,02404404,13,Georgia,GA,3.0
1600000US2811580,2105287,0,519.209129536,2811580,43,Carrollton,Carrollton town,11580,02406225,28,Mississippi,MS,3.0
1600000US0823630,6691612,3912,1656.60192263,0823630,57,Eldorado Springs,Eldorado Springs CDP,23630,02408071,08,Colorado,CO,3.0
1600000US0671554,21235230,99633,5275.61386382,0671554,57,Shingle Springs,Shingle Springs CDP,71554,02408727,06,California,CA,4.0
1600000US4524100,2465998,0,603.363181727,4524100,43,Eutawville,Eutawville town,24100,02406471,45,South Carolina,SC,3.0
1600000US4179950,812660,7981,202.663345036,4179950,25,Westfir,Westfir city,79950,02412234,41,Oregon,OR,3.0
1600000US4533820,7952139,98494,1981.71836848,4533820,43,Hilda,Hilda town,33820,02405834,45,South Carolina,SC,3.0
1600000US4529050,7018521,161164,1761.19469295,4529050,43,Gilbert,Gilbert town,29050,02406568,45,South Carolina,SC,4.0
1600000US4536655,231021,0,54.4333703688,4536655,43,Jenkinsville,Jenkinsville town,36655,02542194,45,South Carolina,SC,3.0
1600000US3740240,2381548,0,593.677492544,3740240,43,McFarlan,McFarlan town,40240,02406130,37,North Carolina,NC,4.0
1600000US1375244,8041548,51794,1991.19526997,1375244,25,Talbotton,Talbotton city,75244,02405561,13,Georgia,GA,3.0
1600000US3208100,26750590,1503192,6983.18013496,3208100,57,Bunkerville,Bunkerville CDP,08100,02407923,32,Nevada,NV,4.0
1600000US3503400,74605233,100097,18449.6605587,3503400,47,Angel Fire,Angel Fire village,03400,02413529,35,New Mexico,NM,5.0
1600000US3712860,39481153,59474,9760.55945782,3712860,43,Clayton,Clayton town,12860,02406276,37,North Carolina,NC,3.0
1600000US3764460,11577584,0,2847.66855939,3764460,43,Stanfield,Stanfield town,64460,02406655,37,North Carolina,NC,3.0
1600000US0609122,13915869,12780,3437.71963478,0609122,57,Burney,Burney CDP,09122,02407926,06,California,CA,3.0
1600000US0663134,4342857,17581,1081.37664166,0663134,57,Round Mountain,Round Mountain CDP,63134,02409216,06,California,CA,3.0
1600000US4536205,9116362,2655,2239.61171797,4536205,43,Jackson,Jackson town,36205,02405898,45,South Carolina,SC,3.0
1600000US0618324,14549696,9415,3606.04678693,0618324,57,Deer Park,Deer Park CDP,18324,02408647,06,California,CA,4.0
1600000US3017500,9609294,375370,2494.59988755,3017500,57,Coram,Coram CDP,17500,02407660,30,Montana,MT,3.0
1600000US3265600,10034803,0,2470.98463614,3265600,57,Searchlight,Searchlight CDP,65600,02409295,32,Nevada,NV,3.0
1600000US4014900,4351715,60884,1089.57382848,4014900,43,Clayton,Clayton town,14900,02413210,40,Oklahoma,OK,3.0
1600000US4561112,3231156,14067,801.876120678,4561112,57,Riverview,Riverview CDP,61112,02403481,45,South Carolina,SC,3.0
1600000US3872250,38852274,89133,9630.59513387,3872250,57,Shell Valley,Shell Valley CDP,72250,02393232,38,North Dakota,ND,3.0
1600000US1301808,7379452,65015,1830.35014918,1301808,43,Alston,Alston town,01808,02405142,13,Georgia,GA,4.0
1600000US4833188,6575469,24018,1630.02689673,4833188,25,Hemphill,Hemphill city,33188,02410739,48,Texas,TX,3.0
1600000US0653266,12862112,0,3171.59324789,0653266,57,Occidental,Occidental CDP,53266,02408971,06,California,CA,4.0
1600000US0678126,4112404,0,1011.68063864,0678126,57,Temelec,Temelec CDP,78126,02410064,06,California,CA,3.0
1600000US3709360,36327432,64738,8996.78589445,3709360,43,Butner,Butner town,09360,02424932,37,North Carolina,NC,3.0
1600000US4562980,2370888,0,580.875884571,4562980,43,Salem,Salem town,62980,02407275,45,South Carolina,SC,3.0
1600000US1310104,8195469,29939,2034.38528416,1310104,43,Braswell,Braswell town,10104,02405317,13,Georgia,GA,4.0
1600000US1310132,27473783,72967,6808.96621154,1310132,25,Bremen,Bremen city,10132,02403917,13,Georgia,GA,4.0
1600000US0116936,8716244,44246,2169.20521074,0116936,57,Concord,Concord CDP,16936,02402792,01,Alabama,AL,3.0
1600000US0152344,24079946,12514,5952.26047739,0152344,57,Mount Olive,Mount Olive CDP,52344,02403310,01,Alabama,AL,3.0
1600000US4929360,18118693,0,4473.55725035,4929360,43,Glendale,Glendale town,29360,02412685,49,Utah,UT,5.0
1600000US0111680,23283989,256573,5813.92635772,0111680,43,Camp Hill,Camp Hill town,11680,02405370,01,Alabama,AL,3.0
1600000US0148064,11107213,27272,2753.16521559,0148064,43,Mentone,Mentone town,48064,02406147,01,Alabama,AL,4.0
1600000US0104660,44707878,198121,11071.8614666,0104660,25,Bay Minette,Bay Minette city,04660,02403825,01,Alabama,AL,4.0
1600000US0163576,25256477,236133,6297.3858685,0163576,25,Red Bay,Red Bay city,63576,02404601,01,Alabama,AL,3.0
1600000US0645246,51403234,205274315,12442.5395554,0645246,25,Malibu,Malibu city,45246,02410913,06,California,CA,3.0
1600000US3657980,5455120,8994,1350.04560568,3657980,57,Pine Bush,Pine Bush CDP,57980,02389671,36,New York,NY,3.0
1600000US3025000,44430602,14497,10964.9696656,3025000,57,Evaro,Evaro CDP,25000,02408095,30,Montana,MT,3.0
1600000US0803730,6381985,17149,1585.32629333,0803730,57,Aspen Park,Aspen Park CDP,03730,02407775,08,Colorado,CO,5.0
1600000US0144608,82810432,987543,20715.908483,0144608,43,Loxley,Loxley town,44608,02406055,01,Alabama,AL,4.0
1600000US0180256,7171860,48649,1785.16540117,0180256,43,Waverly,Waverly town,80256,02406842,01,Alabama,AL,3.0
1600000US1364372,2015724,18315,482.629592527,1364372,43,Register,Register town,64372,02407195,13,Georgia,GA,3.0
1600000US1258200,11623071,26595281,4222.96675635,1258200,43,Ponce Inlet,Ponce Inlet town,58200,02407147,12,Florida,FL,4.0
1600000US4857596,20498016,65251,5074.04047935,4857596,57,Pinehurst,Pinehurst CDP,57596,02409072,48,Texas,TX,3.0
1600000US1248200,149176356,2691148,37555.3117585,1248200,25,Newberry,Newberry city,48200,02404370,12,Florida,FL,3.0
1600000US4024875,12849657,37551,3176.47385205,4024875,57,Fairfield,Fairfield CDP,24875,02408103,40,Oklahoma,OK,3.0
1600000US4046488,4753158,5813,1172.46834704,4046488,57,Marietta,Marietta CDP,46488,02408177,40,Oklahoma,OK,3.0
1600000US4057875,24220627,171311,6025.37507072,4057875,57,Peavine,Peavine CDP,57875,02409044,40,Oklahoma,OK,3.0
1600000US0483160,113516712,894405,28246.2738938,0483160,25,Williams,Williams city,83160,02412267,04,Arizona,AZ,4.0
1600000US1377540,10511999,31691,2610.13176962,1377540,43,Trion,Trion town,77540,02406756,13,Georgia,GA,4.0
1600000US1312512,2052003,4758,501.668868994,1312512,43,Camak,Camak town,12512,02405367,13,Georgia,GA,3.0
1600000US2837600,34095829,653146,8598.62736827,2837600,57,Kiln,Kiln CDP,37600,02403175,28,Mississippi,MS,4.0
1600000US2807330,16435977,116043,4087.81111052,2807330,57,Bogue Chitto,Bogue Chitto CDP,07330,02402699,28,Mississippi,MS,3.0
1600000US2855930,80278260,91204,19862.2483169,2855930,57,Pearl River,Pearl River CDP,55930,02403401,28,Mississippi,MS,3.0
1600000US1322752,1987890,47045,497.21647814,1322752,43,Dexter,Dexter town,22752,02406378,13,Georgia,GA,3.0
1600000US1302844,4453453,0,1081.79652442,1302844,43,Argyle,Argyle town,02844,02405165,13,Georgia,GA,3.0
1600000US0122816,10651118,198379,2666.84279569,0122816,43,Eclectic,Eclectic town,22816,02406420,01,Alabama,AL,3.0
1600000US0109136,22794285,77911,5656.14877951,0109136,25,Brent,Brent city,09136,02403918,01,Alabama,AL,3.0
1600000US2822020,27039124,278697,6745.77317332,2822020,25,Ellisville,Ellisville city,22020,02403560,28,Mississippi,MS,3.0
1600000US2849240,62451527,6352582,16992.924886,2849240,25,Moss Point,Moss Point city,49240,02404313,28,Mississippi,MS,4.0
1600000US1202925,16429827,324298,4151.21237562,1202925,57,Bagdad,Bagdad CDP,02925,02402659,12,Florida,FL,3.0
1600000US1253725,62751977,745108,15672.4253939,1253725,57,Pace,Pace CDP,53725,02403384,12,Florida,FL,3.0
1600000US2875880,5556072,6791,1368.96497051,2875880,43,Vaiden,Vaiden town,75880,02406783,28,Mississippi,MS,3.0
1600000US2843840,8783849,163036,2211.43182279,2843840,43,McLain,McLain town,43840,02406135,28,Mississippi,MS,3.0
1600000US1219400,19278109,59553,4762.61008131,1219400,57,Eastpoint,Eastpoint CDP,19400,02402439,12,Florida,FL,3.0
1600000US1204250,1487971,179523,413.014636498,1204250,57,Bayport,Bayport CDP,04250,02402671,12,Florida,FL,3.0
1600000US1276975,18690336,682269,4785.29719682,1276975,43,Westville,Westville town,76975,02406872,12,Florida,FL,3.0
1600000US2851040,13322361,496704,3428.83462705,2851040,43,New Augusta,New Augusta town,51040,02406972,28,Mississippi,MS,4.0
1600000US1229437,9186737,3454167,3007.88148269,1229437,57,Hernando Beach,Hernando Beach CDP,29437,02402579,12,Florida,FL,3.0
1600000US1279175,59982128,60638,14831.1220604,1279175,57,Yulee,Yulee CDP,79175,02403048,12,Florida,FL,3.0
1600000US1365296,25241920,0,6239.86673122,1365296,25,Rincon,Rincon city,65296,02407220,13,Georgia,GA,4.0
1600000US2859160,28955552,399674,7258.83209677,2859160,25,Pontotoc,Pontotoc city,59160,02404549,28,Mississippi,MS,3.0
1600000US2236885,3320271,0,814.133368864,2236885,47,Ida,Ida village,36885,02407479,22,Louisiana,LA,3.0
1600000US1201353,14033896,0,3475.51602659,1201353,57,Andrews,Andrews CDP,01353,02402646,12,Florida,FL,4.0
1600000US1242787,33677294,0,8323.35046075,1242787,57,Manatee Road,Manatee Road CDP,42787,02403253,12,Florida,FL,4.0
1600000US1263362,43529648,45469,10766.7352352,1263362,57,Samsula-Spruce Creek,Samsula-Spruce Creek CDP,63362,02402820,12,Florida,FL,4.0
1600000US1354656,4130891,26920,1005.36799466,1354656,43,Newborn,Newborn town,54656,02406984,13,Georgia,GA,3.0
1600000US3713560,680879,0,164.856408344,3713560,43,Colerain,Colerain town,13560,02406293,37,North Carolina,NC,3.0
1600000US4981960,90105067,0,22271.4559259,4981960,25,Washington,Washington city,81960,02412187,49,Utah,UT,4.0
1600000US0639484,47708999,3331031,12614.2264407,0639484,57,Lake Don Pedro,Lake Don Pedro CDP,39484,02627934,06,California,CA,5.0
1600000US4609780,759254,0,187.994869793,4609780,57,Caputa,Caputa CDP,09780,02628841,46,South Dakota,SD,3.0
1600000US4055285,8139593,44149,2013.88981143,4055285,57,Old Green,Old Green CDP,55285,02584387,40,Oklahoma,OK,3.0
1600000US4057950,39653060,0,9799.89917557,4057950,57,Peggs,Peggs CDP,57950,02584388,40,Oklahoma,OK,3.0
1600000US0603792,34765044,0,8597.14055105,0603792,57,Bangor,Bangor CDP,03792,02612459,06,California,CA,5.0
1600000US0662200,3411263,0,849.50502616,0662200,57,Robinson Mill,Robinson Mill CDP,62200,02612487,06,California,CA,4.0
1600000US0674186,3048650,2150,754.216474533,0674186,57,Stirling City,Stirling City CDP,74186,02612488,06,California,CA,5.0
1600000US5551617,15748196,107020,3914.99774027,5551617,57,Middle Village,Middle Village CDP,51617,02393129,55,Wisconsin,WI,3.0
1600000US5130480,14674530,2552023,4250.9881668,5130480,57,Gasburg,Gasburg CDP,30480,02584850,51,Virginia,VA,3.0
1600000US5311615,17324338,453593,4387.98949899,5311615,25,Chelan,Chelan city,11615,02409440,53,Washington,WA,3.0
1600000US4023575,6281846,14320,1566.04545256,4023575,57,Elm Grove,Elm Grove CDP,23575,02584379,40,Oklahoma,OK,3.0
1600000US4029300,16342250,0,4041.5208592,4029300,57,Gideon,Gideon CDP,29300,02584380,40,Oklahoma,OK,3.0
1600000US0624750,16250437,15370,4025.65487404,0624750,57,Forbestown,Forbestown CDP,24750,02612480,06,California,CA,5.0
1600000US0656826,155638217,0,38450.5127779,0656826,57,Phelan,Phelan CDP,56826,02627935,06,California,CA,4.0
1600000US4869326,8408715,6328764,3647.72796456,4869326,57,South Toledo Bend,South Toledo Bend CDP,69326,02408775,48,Texas,TX,3.0
1600000US0845680,16092079,0,3974.05434637,0845680,57,Loghill Village,Loghill Village CDP,45680,02408628,08,Colorado,CO,4.0
1600000US4835072,5262760,0,1292.52666699,4835072,25,Howardwick,Howardwick city,35072,02410797,48,Texas,TX,4.0
1600000US3568010,11439266,503899,2959.95571366,3568010,57,San Ildefonso Pueblo,San Ildefonso Pueblo CDP,68010,02409256,35,New Mexico,NM,3.0
1600000US0641278,51843522,0,12815.3703409,0641278,57,Lewiston,Lewiston CDP,41278,02408603,06,California,CA,5.0
1600000US2232405,72715106,16602927,22058.3177157,2232405,57,Hackberry,Hackberry CDP,32405,02402559,22,Louisiana,LA,5.0
1600000US1257380,3262172,74928,821.18092002,1257380,57,Pittman,Pittman CDP,57380,02403424,12,Florida,FL,3.0
1600000US1201050,1166118,61435,298.756030892,1201050,57,Altoona,Altoona CDP,01050,02402641,12,Florida,FL,3.0
1600000US4777540,9149326,0,2261.59541136,4777540,43,Walden,Walden town,77540,02406817,47,Tennessee,TN,3.0
1600000US4757500,43097865,0,10642.2709992,4757500,57,Pelham,Pelham CDP,57500,02586076,47,Tennessee,TN,3.0
1600000US4755820,15449264,0,3817.26344568,4755820,57,Olivet,Olivet CDP,55820,02586075,47,Tennessee,TN,3.0
1600000US0641782,10312458,0,2550.91157748,0641782,57,Litchfield,Litchfield CDP,41782,02628751,06,California,CA,4.0
1600000US3731880,13155184,83280,3255.04000413,3731880,57,Hobucken,Hobucken CDP,31880,02628636,37,North Carolina,NC,5.0
1600000US3729180,52417988,358633,13040.1238568,3729180,57,Hampstead,Hampstead CDP,29180,02628632,37,North Carolina,NC,4.0
1600000US3716780,3905669,0,970.432013538,3716780,57,Delco,Delco CDP,16780,02628621,37,North Carolina,NC,3.0
1600000US3729000,8486301,0,2094.75471247,3729000,57,Hallsboro,Hallsboro CDP,29000,02628631,37,North Carolina,NC,4.0
1600000US3559750,1576997,0,385.459668359,3559750,57,Pueblito,Pueblito CDP,59750,02584185,35,New Mexico,NM,3.0
1600000US4925910,5908489,20522,1461.24600055,4925910,57,Flaming Gorge,Flaming Gorge CDP,25910,02584767,49,Utah,UT,4.0
1600000US0656042,2799215,0,692.18675599,0656042,57,Paskenta,Paskenta CDP,56042,02628772,06,California,CA,3.0
1600000US0624568,15165230,0,3755.76262929,0624568,57,Flournoy,Flournoy CDP,24568,02628732,06,California,CA,3.0
1600000US0410320,23385412,55226,5786.01571683,0410320,57,Carrizo,Carrizo CDP,10320,02582748,04,Arizona,AZ,4.0
1600000US0479870,1465330,4396,349.467672762,0479870,57,Vernon,Vernon CDP,79870,02582891,04,Arizona,AZ,4.0
1600000US0419740,53849503,0,13311.4954788,0419740,57,Doney Park,Doney Park CDP,19740,02582772,04,Arizona,AZ,4.0
1600000US0455840,25068780,0,6184.86649264,0455840,57,Pinedale,Pinedale CDP,55840,02582843,04,Arizona,AZ,4.0
1600000US0607525,9924991,80795,2476.80176933,0607525,57,Bootjack,Bootjack CDP,07525,02407885,06,California,CA,5.0
1600000US2865720,17975354,283667,4533.97711682,2865720,57,Saucier,Saucier CDP,65720,02402825,28,Mississippi,MS,4.0
1600000US4921880,2117647,0,523.732688523,4921880,57,Echo,Echo CDP,21880,02584763,49,Utah,UT,4.0
1600000US4110550,8161011,0,2021.49200996,4110550,57,Camp Sherman,Camp Sherman CDP,10550,02584410,41,Oregon,OR,4.0
1600000US4106650,21228274,61446,5250.56160568,4106650,57,Black Butte Ranch,Black Butte Ranch CDP,06650,02584407,41,Oregon,OR,4.0
1600000US4160070,17054164,0,4207.69761741,4160070,57,Pronghorn,Pronghorn CDP,60070,02584421,41,Oregon,OR,3.0
1600000US0482060,11400403,0,2829.00003932,0482060,57,Wet Camp Village,Wet Camp Village CDP,82060,02612149,04,Arizona,AZ,3.0
1600000US0461715,9017658,0,2228.99707608,0461715,57,Sacate Village,Sacate Village CDP,61715,02612142,04,Arizona,AZ,3.0
1600000US5519600,13511290,306387,3415.4673789,5519600,57,Dellwood,Dellwood CDP,19600,02586473,55,Wisconsin,WI,3.0
